code,sw1,sw2,sw3
600278,商业贸易,贸易,贸易
600279,交通运输,港口,港口
600280,商业贸易,一般零售,百货
600281,化工,化学原料,氯碱
600282,钢铁,钢铁,普钢
600283,公用事业,水务,水务
600284,建筑装饰,基础建设,路桥施工
600285,医药生物,中药,中药
600286,医药生物,医药商业,医药商业
600287,商业贸易,贸易,贸易
600288,电子,其他电子,其他电子
600289,通信,通信设备,通信配套服务
600290,电气设备,电源设备,风电设备
600291,非银金融,保险,保险
600292,公用事业,环保工程及服务,环保工程及服务
600293,通信,通信设备,终端设备
600295,采掘,其他采掘,其他采掘
600296,有色金属,工业金属,铝
600297,汽车,汽车服务,汽车服务
600298,农林牧渔,农产品加工,其他农产品加工
600299,化工,化学制品,其他化学制品
600300,食品饮料,饮料制造,软饮料
600301,化工,化学原料,氯碱
600302,机械设备,专用设备,纺织服装设备
600303,汽车,汽车整车,商用载客车
600305,食品饮料,食品加工,调味发酵品
600306,商业贸易,一般零售,百货
600307,钢铁,钢铁,普钢
600308,轻工制造,造纸,造纸
600309,化工,化学制品,聚氨酯
600310,公用事业,电力,水电
600311,有色金属,黄金,黄金
600312,电气设备,高低压设备,高压设备
600313,农林牧渔,农业综合,农业综合
600315,化工,化学制品,日用化学产品
600316,国防军工,航空装备,航空装备
600317,交通运输,港口,港口
600318,非银金融,多元金融,多元金融
600319,化工,化学制品,其他化学制品
600320,机械设备,专用设备,重型机械
600321,建筑材料,其他建材,其他建材
600322,房地产,房地产开发,房地产开发
600323,公用事业,环保工程及服务,环保工程及服务
600325,房地产,房地产开发,房地产开发
600326,建筑装饰,基础建设,路桥施工
600327,汽车,汽车服务,汽车服务
600328,化工,化学原料,无机盐
600329,医药生物,中药,中药
600330,有色金属,金属非金属新材料,磁性材料
600331,有色金属,工业金属,铅锌
600332,医药生物,中药,中药
600333,公用事业,燃气,燃气
600335,汽车,汽车服务,汽车服务
600336,家用电器,白色家电,冰箱
600337,轻工制造,家用轻工,家具
600338,有色金属,工业金属,铅锌
600339,采掘,采掘服务,油气钻采服务
600340,房地产,房地产开发,房地产开发
600343,国防军工,航天装备,航天装备
600345,通信,通信设备,通信传输设备
600346,化工,化学纤维,涤纶
600348,采掘,煤炭开采,煤炭开采
600349,电气设备,高低压设备,线缆部件及其他
600350,交通运输,高速公路,高速公路
600351,医药生物,中药,中药
600352,化工,化学制品,纺织化学用品
600353,电气设备,高低压设备,中压设备
600354,农林牧渔,种植业,种子生产
600355,通信,通信设备,终端设备
600356,轻工制造,造纸,造纸
600357,钢铁,钢铁,普钢
600358,休闲服务,旅游综合,旅游综合
600359,农林牧渔,种植业,其他种植业
600360,电子,半导体,分立器件
600361,商业贸易,一般零售,超市
600362,有色金属,工业金属,铜
600363,电子,光学光电子,LED
600365,食品饮料,饮料制造,葡萄酒
600366,有色金属,金属非金属新材料,磁性材料
600367,化工,化学原料,无机盐
600368,交通运输,高速公路,高速公路
600369,非银金融,证券,证券
600370,纺织服装,纺织制造,印染
600371,农林牧渔,种植业,种子生产
600372,国防军工,航空装备,航空装备
600373,传媒,互联网传媒,移动互联网服务
600375,机械设备,专用设备,工程机械
600376,房地产,房地产开发,房地产开发
600377,交通运输,高速公路,高速公路
600378,化工,化学制品,其他化学制品
600379,电气设备,高低压设备,中压设备
600380,医药生物,化学制药,化学制剂
600381,食品饮料,食品加工,食品综合
600382,机械设备,通用机械,机械基础件
600383,房地产,房地产开发,房地产开发
600385,有色金属,黄金,黄金
600386,传媒,营销传播,营销服务
600387,化工,石油化工,石油贸易
600388,机械设备,专用设备,环保设备
600389,化工,化学制品,农药
600390,非银金融,多元金融,多元金融
600391,国防军工,航空装备,航空装备
600392,有色金属,稀有金属,稀土
600393,房地产,房地产开发,房地产开发
600395,采掘,煤炭开采,煤炭开采
600396,公用事业,电力,火电
600397,采掘,煤炭开采,煤炭开采
600398,纺织服装,服装家纺,男装
600399,钢铁,钢铁,特钢
600400,纺织服装,服装家纺,男装
600401,电气设备,电源设备,光伏设备
600403,采掘,煤炭开采,煤炭开采
600405,电气设备,电源设备,储能设备
600406,电气设备,电气自动化设备,电网自动化
600408,采掘,煤炭开采,焦炭加工
600409,化工,化学原料,纯碱
600410,计算机,计算机应用,IT服务
600415,商业贸易,商业物业经营,专业市场
600416,电气设备,电源设备,风电设备
600418,汽车,汽车整车,乘用车
600419,综合,综合,综合
600420,医药生物,化学制药,化学制剂
600421,综合,综合,综合
600422,医药生物,中药,中药
600423,化工,化学制品,氮肥
600425,建筑材料,水泥制造,水泥制造
600426,化工,化学制品,氮肥
600428,交通运输,航运,航运
600429,食品饮料,食品加工,乳品
600432,有色金属,稀有金属,其他稀有小金属
600433,轻工制造,造纸,造纸
600435,国防军工,地面兵装,地面兵装
600436,医药生物,中药,中药
600438,农林牧渔,饲料,饲料
600439,轻工制造,家用轻工,其他家用轻工
600444,机械设备,专用设备,其它专用机械
600446,计算机,计算机应用,IT服务
600448,纺织服装,纺织制造,印染
600449,建筑材料,水泥制造,水泥制造
600452,公用事业,电力,火电
600455,综合,综合,综合
600456,有色金属,稀有金属,其他稀有小金属
600458,化工,化学制品,其他化学制品
600459,有色金属,稀有金属,其他稀有小金属
600460,电子,半导体,集成电路
600461,公用事业,水务,水务
600462,通信,通信设备,通信传输设备
600463,房地产,园区开发,园区开发
600466,房地产,房地产开发,房地产开发
600467,农林牧渔,渔业,水产养殖
600468,电气设备,高低压设备,低压设备
600469,化工,橡胶,轮胎
600470,化工,化学制品,磷肥
600472,有色金属,工业金属,铝
600475,电气设备,电源设备,其它电源设备
600476,计算机,计算机应用,IT服务
600477,建筑装饰,专业工程,钢结构
600478,电子,电子制造,电子系统组装
600479,医药生物,中药,中药
600480,汽车,汽车零部件,汽车零部件
600481,机械设备,通用机械,制冷空调设备
600482,电气设备,电源设备,储能设备
600483,公用事业,电力,火电
600485,通信,通信设备,通信配套服务
600486,化工,化学制品,农药
600487,通信,通信设备,通信传输设备
600488,医药生物,化学制药,化学原料药
600489,有色金属,黄金,黄金
600490,有色金属,工业金属,铜
600491,建筑装饰,房屋建设,房屋建设
600493,纺织服装,纺织制造,棉纺
600495,机械设备,运输设备,铁路设备
600496,建筑装饰,专业工程,钢结构
600497,有色金属,工业金属,铅锌
600498,通信,通信设备,通信传输设备
600499,机械设备,专用设备,其它专用机械
600500,化工,化学制品,农药
600501,机械设备,专用设备,其它专用机械
600502,建筑装饰,基础建设,水利工程
600503,房地产,房地产开发,房地产开发
600505,公用事业,电力,水电
600506,农林牧渔,种植业,其他种植业
600507,钢铁,钢铁,特钢
600508,采掘,煤炭开采,煤炭开采
600509,公用事业,电力,热电
600510,纺织服装,纺织制造,棉纺
600511,医药生物,医药商业,医药商业
600512,建筑装饰,基础建设,路桥施工
600513,医药生物,化学制药,化学制剂
600515,房地产,房地产开发,房地产开发
600516,有色金属,金属非金属新材料,非金属新材料
600517,电气设备,高低压设备,中压设备
600518,医药生物,中药,中药
600519,食品饮料,饮料制造,白酒
600520,机械设备,专用设备,其它专用机械
600521,医药生物,化学制药,化学原料药
600522,通信,通信设备,通信传输设备
600523,汽车,汽车零部件,汽车零部件
600525,电气设备,电气自动化设备,电网自动化
600526,机械设备,专用设备,环保设备
600527,化工,化学纤维,涤纶
600528,建筑装饰,基础建设,铁路建设
600529,医药生物,医疗器械,医疗器械
600530,医药生物,生物制品,生物制品
600531,有色金属,工业金属,铅锌
600532,采掘,其他采掘,其他采掘
600533,房地产,房地产开发,房地产开发
600535,医药生物,中药,中药
600536,计算机,计算机应用,IT服务
600537,电气设备,电源设备,光伏设备
600538,医药生物,中药,中药
600539,建筑材料,水泥制造,水泥制造
600540,农林牧渔,种植业,其他种植业
600543,食品饮料,饮料制造,葡萄酒
600545,建筑装饰,基础建设,其他基础建设
600546,采掘,煤炭开采,煤炭开采
600547,有色金属,黄金,黄金
600548,交通运输,高速公路,高速公路
600549,有色金属,稀有金属,钨
600550,电气设备,高低压设备,高压设备
600551,传媒,文化传媒,平面媒体
600552,建筑材料,玻璃制造,玻璃制造
600553,建筑材料,水泥制造,水泥制造
600555,房地产,房地产开发,房地产开发
600556,综合,综合,综合
600557,医药生物,中药,中药
600558,机械设备,金属制品,金属制品
600559,食品饮料,饮料制造,白酒
600560,机械设备,专用设备,冶金矿采化工设备
600561,交通运输,公交,公交
600562,国防军工,地面兵装,地面兵装
600563,电子,元件,被动元件
600565,房地产,房地产开发,房地产开发
600566,医药生物,化学制药,化学制剂
600567,轻工制造,造纸,造纸
600568,房地产,房地产开发,房地产开发
600569,钢铁,钢铁,普钢
600570,计算机,计算机应用,软件开发
600571,计算机,计算机应用,IT服务
600572,医药生物,中药,中药
600573,食品饮料,饮料制造,啤酒
600575,交通运输,物流,物流
600576,传媒,文化传媒,影视动漫
600577,机械设备,金属制品,金属制品
600578,公用事业,电力,火电
600579,机械设备,专用设备,其它专用机械
600580,电气设备,电机,电机
600581,钢铁,钢铁,普钢
600582,机械设备,专用设备,冶金矿采化工设备
600583,采掘,采掘服务,油气钻采服务
600584,电子,半导体,集成电路
600585,建筑材料,水泥制造,水泥制造
600586,建筑材料,玻璃制造,玻璃制造
600587,医药生物,医疗器械,医疗器械
600588,计算机,计算机应用,软件开发
600589,化工,化学制品,其他化学制品
600590,电气设备,电气自动化设备,电网自动化
600591,交通运输,航空运输,航空运输
600592,机械设备,通用机械,机械基础件
600593,休闲服务,景点,人工景点
600594,医药生物,中药,中药
600595,有色金属,工业金属,铝
600596,化工,化学制品,农药
600597,食品饮料,食品加工,乳品
600598,农林牧渔,种植业,粮食种植
600599,轻工制造,家用轻工,其他家用轻工
600600,食品饮料,饮料制造,啤酒
600601,计算机,计算机设备,计算机设备
600602,计算机,计算机应用,软件开发
600603,综合,综合,综合
600604,房地产,园区开发,园区开发
600605,商业贸易,贸易,贸易
600606,房地产,房地产开发,房地产开发
600607,医药生物,中药,中药
600608,钢铁,钢铁,普钢
600609,汽车,汽车整车,乘用车
600610,建筑装饰,园林工程,园林工程
600611,交通运输,公交,公交
600612,轻工制造,家用轻工,珠宝首饰
600613,医药生物,中药,中药
600614,有色金属,金属非金属新材料,金属新材料
600615,有色金属,金属非金属新材料,金属新材料
600616,食品饮料,饮料制造,黄酒
600617,公用事业,燃气,燃气
600618,化工,化学原料,氯碱
600619,家用电器,白色家电,家电零部件
600620,综合,综合,综合
600621,房地产,房地产开发,房地产开发
600622,房地产,房地产开发,房地产开发
600623,化工,橡胶,轮胎
600624,综合,综合,综合
600625,家用电器,白色家电,洗衣机
600626,纺织服装,纺织制造,其他纺织
600627,电气设备,电源设备,综合电力设备商
600628,商业贸易,一般零售,百货
600629,建筑装饰,专业工程,化学工程
600630,纺织服装,服装家纺,其他服装
600631,商业贸易,一般零售,百货
600632,商业贸易,一般零售,百货
600633,传媒,文化传媒,平面媒体
600634,综合,综合,综合
600635,公用事业,燃气,燃气
600636,化工,化学制品,氟化工及制冷剂
600637,传媒,文化传媒,有线电视网络
600638,房地产,房地产开发,房地产开发
600639,房地产,园区开发,园区开发
600640,传媒,互联网传媒,移动互联网服务
600641,房地产,房地产开发,房地产开发
600642,公用事业,电力,火电
600643,非银金融,多元金融,多元金融
600644,公用事业,电力,水电
600645,医药生物,生物制品,生物制品
600646,传媒,互联网传媒,互联网信息服务
600647,房地产,房地产开发,房地产开发
600648,房地产,园区开发,园区开发
600649,房地产,房地产开发,房地产开发
600650,交通运输,公交,公交
600651,电子,光学光电子,LED
600652,传媒,互联网传媒,移动互联网服务
600653,汽车,汽车服务,汽车服务
600654,计算机,计算机应用,软件开发
600655,商业贸易,专业零售,专业连锁
600656,公用事业,环保工程及服务,环保工程及服务
600657,房地产,房地产开发,房地产开发
600658,房地产,园区开发,园区开发
600659,综合,综合,综合
600660,汽车,汽车零部件,汽车零部件
600661,传媒,互联网传媒,移动互联网服务
600662,交通运输,公交,公交
600663,房地产,园区开发,园区开发
600664,医药生物,化学制药,化学制剂
600665,房地产,房地产开发,房地产开发
600666,电子,光学光电子,显示器件
600667,建筑装饰,专业工程,其他专业工程
600668,建筑材料,水泥制造,水泥制造
600669,综合,综合,综合
600670,医药生物,生物制品,生物制品
600671,医药生物,中药,中药
600672,农林牧渔,农业综合,农业综合
600673,有色金属,工业金属,铝
600674,公用事业,电力,水电
600675,房地产,房地产开发,房地产开发
600676,汽车,汽车零部件,汽车零部件
600677,国防军工,航天装备,航天装备
600678,建筑材料,其他建材,其他建材
600679,汽车,其他交运设备,其他交运设备
600680,通信,通信设备,终端设备
600681,公用事业,燃气,燃气
600682,商业贸易,一般零售,百货
600683,房地产,房地产开发,房地产开发
600684,房地产,房地产开发,房地产开发
600685,国防军工,船舶制造,船舶制造
600686,汽车,汽车整车,商用载客车
600687,有色金属,黄金,黄金
600688,化工,石油化工,石油加工
600689,纺织服装,纺织制造,毛纺
600690,家用电器,白色家电,冰箱
600691,化工,化学制品,氮肥
600692,交通运输,航运,航运
600693,商业贸易,一般零售,百货
600694,商业贸易,一般零售,多业态零售
600695,农林牧渔,畜禽养殖,畜禽养殖
600696,房地产,房地产开发,房地产开发
600697,商业贸易,一般零售,多业态零售
600698,汽车,汽车零部件,汽车零部件
600699,汽车,汽车零部件,汽车零部件
600700,综合,综合,综合
600701,计算机,计算机应用,软件开发
600702,食品饮料,饮料制造,白酒
600703,电子,光学光电子,LED
600704,综合,综合,综合
600705,非银金融,多元金融,多元金融
600706,休闲服务,旅游综合,旅游综合
600707,电子,光学光电子,显示器件
600708,房地产,房地产开发,房地产开发
600709,农林牧渔,渔业,水产养殖
600710,机械设备,专用设备,工程机械
600711,有色金属,工业金属,铜
600712,商业贸易,一般零售,百货
600713,医药生物,医药商业,医药商业
600714,化工,化学原料,无机盐
600715,传媒,文化传媒,影视动漫
600716,房地产,房地产开发,房地产开发
600717,交通运输,港口,港口
600718,计算机,计算机应用,IT服务
600719,公用事业,电力,热电
600720,建筑材料,水泥制造,水泥制造
600721,医药生物,医疗服务,医疗服务
600722,化工,化学原料,其他化学原料
600723,商业贸易,一般零售,百货
600724,房地产,房地产开发,房地产开发
600725,采掘,煤炭开采,焦炭加工
600726,公用事业,电力,火电
600727,化工,化学制品,磷肥
600728,计算机,计算机应用,IT服务
600729,商业贸易,一般零售,多业态零售
600730,综合,综合,综合
600731,化工,化学制品,农药
600732,房地产,房地产开发,房地产开发
600733,房地产,房地产开发,房地产开发
600734,通信,通信设备,终端设备
600735,商业贸易,贸易,贸易
600736,房地产,房地产开发,房地产开发
600737,农林牧渔,农产品加工,其他农产品加工
600738,商业贸易,商业物业经营,专业市场
600739,商业贸易,贸易,贸易
600740,采掘,煤炭开采,焦炭加工
600741,汽车,汽车零部件,汽车零部件
600742,汽车,汽车零部件,汽车零部件
600743,房地产,房地产开发,房地产开发
600744,公用事业,电力,火电
600745,电子,电子制造,电子零部件制造
600746,化工,化学制品,其他化学制品
600747,综合,综合,综合
600748,房地产,房地产开发,房地产开发
600749,休闲服务,旅游综合,旅游综合
600750,医药生物,中药,中药
600751,交通运输,航运,航运
600752,医药生物,医疗器械,医疗器械
600753,建筑材料,其他建材,其他建材
600754,休闲服务,酒店,酒店
600755,商业贸易,贸易,贸易
600756,计算机,计算机应用,IT服务
600757,传媒,文化传媒,平面媒体
600758,采掘,煤炭开采,煤炭开采
600759,采掘,石油开采,石油开采
600760,国防军工,地面兵装,地面兵装
600761,机械设备,专用设备,工程机械
600762,采掘,其他采掘,其他采掘
600763,医药生物,医疗服务,医疗服务
600764,计算机,计算机设备,计算机设备
600765,机械设备,通用机械,机械基础件
600766,有色金属,黄金,黄金
600767,医药生物,医疗服务,医疗服务
600768,有色金属,工业金属,铝
600769,综合,综合,综合
600770,综合,综合,综合
600771,医药生物,中药,中药
600772,化工,石油化工,石油贸易
600773,房地产,房地产开发,房地产开发
600774,商业贸易,一般零售,多业态零售
600775,通信,通信设备,终端设备
600776,通信,通信设备,通信传输设备
600777,采掘,石油开采,石油开采
600778,商业贸易,一般零售,多业态零售
600779,食品饮料,饮料制造,白酒
600780,公用事业,电力,火电
600781,医药生物,中药,中药
600782,钢铁,钢铁,普钢
600783,非银金融,多元金融,多元金融
600784,综合,综合,综合
600785,商业贸易,一般零售,多业态零售
600786,电气设备,电源设备,其它电源设备
600787,交通运输,物流,物流
600788,轻工制造,家用轻工,其他轻工制造
600789,医药生物,化学制药,化学制剂
600790,商业贸易,商业物业经营,专业市场
600791,房地产,房地产开发,房地产开发
600792,采掘,煤炭开采,焦炭加工
600793,轻工制造,造纸,造纸
600794,交通运输,物流,物流
600795,公用事业,电力,火电
600796,医药生物,生物制品,生物制品
600797,计算机,计算机应用,IT服务
600798,交通运输,航运,航运
600799,计算机,计算机应用,软件开发
600800,计算机,计算机设备,计算机设备
600801,建筑材料,水泥制造,水泥制造
600802,建筑材料,水泥制造,水泥制造
600803,公用事业,环保工程及服务,环保工程及服务
600804,通信,通信设备,通信配套服务
600805,综合,综合,综合
600806,机械设备,通用机械,机床工具
600807,房地产,房地产开发,房地产开发
600808,钢铁,钢铁,普钢
600809,食品饮料,饮料制造,白酒
600810,化工,化学纤维,其他纤维
600811,综合,综合,综合
600812,医药生物,化学制药,化学原料药
600813,机械设备,专用设备,工程机械
600814,商业贸易,一般零售,百货
600815,机械设备,专用设备,工程机械
600816,非银金融,多元金融,多元金融
600817,综合,综合,综合
600818,综合,综合,综合
600819,建筑材料,玻璃制造,玻璃制造
600820,建筑装饰,基础建设,城轨建设
600821,商业贸易,一般零售,百货
600822,商业贸易,贸易,贸易
600823,房地产,房地产开发,房地产开发
600824,商业贸易,一般零售,百货
600825,传媒,文化传媒,平面媒体
600826,商业贸易,贸易,贸易
600827,商业贸易,一般零售,多业态零售
600828,商业贸易,一般零售,百货
600829,医药生物,医药商业,医药商业
600830,非银金融,多元金融,多元金融
600831,传媒,文化传媒,有线电视网络
600832,传媒,文化传媒,其他文化传媒
600833,医药生物,医药商业,医药商业
600834,交通运输,公交,公交
600835,机械设备,专用设备,楼宇设备
600836,轻工制造,包装印刷,包装印刷
600837,非银金融,证券,证券
600838,商业贸易,一般零售,多业态零售
600839,家用电器,视听器材,彩电
600840,房地产,房地产开发,房地产开发
600841,机械设备,通用机械,内燃机
600842,医药生物,化学制药,化学制剂
600843,机械设备,专用设备,纺织服装设备
600844,化工,化学制品,其他化学制品
600845,计算机,计算机应用,IT服务
600846,综合,综合,综合
600847,电气设备,电源设备,储能设备
600848,房地产,园区开发,园区开发
600849,医药生物,医药商业,医药商业
600850,计算机,计算机应用,IT服务
600851,医药生物,化学制药,化学制剂
600852,建筑装饰,专业工程,其他专业工程
600853,建筑装饰,基础建设,路桥施工
600854,家用电器,白色家电,空调
600855,计算机,计算机设备,计算机设备
600856,公用事业,燃气,燃气
600857,商业贸易,贸易,贸易
600858,商业贸易,一般零售,多业态零售
600859,商业贸易,一般零售,百货
600860,机械设备,专用设备,印刷包装机械
600861,商业贸易,一般零售,多业态零售
600862,国防军工,航空装备,航空装备
600863,公用事业,电力,火电
600864,非银金融,证券,证券
600865,商业贸易,一般零售,百货
600866,食品饮料,食品加工,调味发酵品
600867,医药生物,生物制品,生物制品
600868,公用事业,电力,水电
600869,电气设备,高低压设备,线缆部件及其他
600870,家用电器,视听器材,彩电
600871,采掘,采掘服务,油气钻采服务
600872,食品饮料,食品加工,调味发酵品
600873,农林牧渔,农产品加工,其他农产品加工
600874,公用事业,水务,水务
600875,电气设备,电源设备,综合电力设备商
600876,建筑材料,玻璃制造,玻璃制造
600877,汽车,其他交运设备,其他交运设备
600878,综合,综合,综合
600879,国防军工,航天装备,航天装备
600880,传媒,文化传媒,平面媒体
600881,建筑材料,水泥制造,水泥制造
600882,食品饮料,食品加工,乳品
600883,建筑材料,水泥制造,水泥制造
600884,电子,其他电子,其他电子
600885,电气设备,高低压设备,低压设备
600886,公用事业,电力,水电
600887,食品饮料,食品加工,乳品
600888,有色金属,工业金属,铝
600889,化工,化学纤维,粘胶
600890,房地产,房地产开发,房地产开发
600891,商业贸易,一般零售,百货
600892,传媒,互联网传媒,移动互联网服务
600893,国防军工,航空装备,航空装备
600894,机械设备,专用设备,楼宇设备
600895,房地产,园区开发,园区开发
600896,医药生物,医疗服务,医疗服务
600897,交通运输,机场,机场
600898,商业贸易,专业零售,专业连锁
600899,传媒,文化传媒,有线电视网络
600900,公用事业,电力,水电
600901,非银金融,多元金融,多元金融
600903,公用事业,燃气,燃气
600908,银行,银行,银行
600909,非银金融,证券,证券
600917,公用事业,燃气,燃气
600919,银行,银行,银行
600926,银行,银行,银行
600929,化工,化学原料,氯碱
600933,汽车,汽车零部件,汽车零部件
600936,传媒,文化传媒,有线电视网络
600939,建筑装饰,房屋建设,房屋建设
600958,非银金融,证券,证券
600959,传媒,文化传媒,有线电视网络
600960,汽车,汽车零部件,汽车零部件
600961,有色金属,工业金属,铅锌
600962,农林牧渔,农产品加工,果蔬加工
600963,轻工制造,造纸,造纸
600965,农林牧渔,畜禽养殖,畜禽养殖
600966,轻工制造,造纸,造纸
600967,国防军工,地面兵装,地面兵装
600969,公用事业,电力,水电
600970,建筑装饰,专业工程,国际工程承包
600971,采掘,煤炭开采,煤炭开采
600973,电气设备,高低压设备,线缆部件及其他
600975,农林牧渔,畜禽养殖,畜禽养殖
600976,医药生物,中药,中药
600977,传媒,文化传媒,影视动漫
600978,轻工制造,家用轻工,家具
600979,公用事业,电力,水电
600980,有色金属,金属非金属新材料,磁性材料
600981,商业贸易,贸易,贸易
600982,公用事业,电力,热电
600983,家用电器,白色家电,洗衣机
600984,机械设备,专用设备,工程机械
600985,化工,化学制品,民爆用品
600986,传媒,营销传播,营销服务
600987,纺织服装,纺织制造,印染
600988,有色金属,黄金,黄金
600990,国防军工,地面兵装,地面兵装
600991,汽车,汽车整车,乘用车
600992,机械设备,金属制品,金属制品
600993,医药生物,中药,中药
600995,公用事业,电力,水电
600996,传媒,文化传媒,有线电视网络
600997,采掘,煤炭开采,煤炭开采
600998,医药生物,医药商业,医药商业
600999,非银金融,证券,证券
601000,交通运输,港口,港口
601001,采掘,煤炭开采,煤炭开采
601002,机械设备,通用机械,机械基础件
601003,钢铁,钢铁,普钢
601005,钢铁,钢铁,特钢
601006,交通运输,铁路运输,铁路运输
601007,休闲服务,酒店,酒店
