code,sw1,sw2,sw3
601008,交通运输,港口,港口
601009,银行,银行,银行
601010,商业贸易,一般零售,多业态零售
601011,采掘,煤炭开采,焦炭加工
601012,电气设备,电源设备,光伏设备
601015,采掘,煤炭开采,焦炭加工
601016,公用事业,电力,新能源发电
601018,交通运输,港口,港口
601019,传媒,文化传媒,平面媒体
601020,有色金属,工业金属,铅锌
601021,交通运输,航空运输,航空运输
601028,机械设备,金属制品,金属制品
601038,机械设备,专用设备,农用机械
601058,化工,橡胶,轮胎
601069,有色金属,黄金,黄金
601086,商业贸易,一般零售,百货
601088,采掘,煤炭开采,煤炭开采
601098,传媒,文化传媒,平面媒体
601099,非银金融,证券,证券
601100,机械设备,通用机械,机械基础件
601101,采掘,煤炭开采,煤炭开采
601106,机械设备,专用设备,冶金矿采化工设备
601107,交通运输,高速公路,高速公路
601108,非银金融,证券,证券
601111,交通运输,航空运输,航空运输
601113,化工,化学纤维,其他纤维
601116,商业贸易,一般零售,超市
601117,建筑装饰,专业工程,化学工程
601118,农林牧渔,种植业,其他种植业
601126,电气设备,电气自动化设备,电网自动化
601127,汽车,汽车整车,乘用车
601128,银行,银行,银行
601137,有色金属,工业金属,铜
601138,电子,电子制造,电子系统组装
601139,公用事业,燃气,燃气
601155,房地产,房地产开发,房地产开发
601158,公用事业,水务,水务
601163,化工,橡胶,轮胎
601166,银行,银行,银行
601168,有色金属,工业金属,铅锌
601169,银行,银行,银行
601177,机械设备,通用机械,机械基础件
601179,电气设备,高低压设备,高压设备
601186,建筑装饰,基础建设,铁路建设
601187,银行,银行,银行
601188,交通运输,高速公路,高速公路
601198,非银金融,证券,证券
601199,公用事业,水务,水务
601200,公用事业,环保工程及服务,环保工程及服务
601206,医药生物,医疗器械,医疗器械
601208,化工,塑料,其他塑料制品
601211,非银金融,证券,证券
601212,有色金属,工业金属,铜
601216,化工,化学原料,氯碱
601218,电气设备,电源设备,风电设备
601222,电气设备,电气自动化设备,计量仪表
601225,采掘,煤炭开采,煤炭开采
601226,建筑装饰,专业工程,其他专业工程
601228,交通运输,港口,港口
601229,银行,银行,银行
601231,电子,电子制造,电子零部件制造
601233,化工,化学纤维,涤纶
601238,汽车,汽车整车,乘用车
601258,汽车,汽车服务,汽车服务
601268,机械设备,专用设备,重型机械
601288,银行,银行,银行
601299,机械设备,运输设备,铁路设备
601311,汽车,汽车零部件,汽车零部件
601313,计算机,计算机应用,软件开发
601318,非银金融,保险,保险
601326,交通运输,港口,港口
601328,银行,银行,银行
601333,交通运输,铁路运输,铁路运输
601336,非银金融,保险,保险
601339,纺织服装,纺织制造,棉纺
601360,计算机,计算机应用,软件开发
601366,商业贸易,一般零售,多业态零售
601368,公用事业,水务,水务
601369,机械设备,通用机械,其它通用机械
601375,非银金融,证券,证券
601377,非银金融,证券,证券
601388,有色金属,工业金属,铝
601390,建筑装饰,基础建设,铁路建设
601398,银行,银行,银行
601399,机械设备,专用设备,重型机械
601500,化工,橡胶,轮胎
601515,轻工制造,包装印刷,包装印刷
601518,交通运输,高速公路,高速公路
601519,计算机,计算机应用,软件开发
601555,非银金融,证券,证券
601558,电气设备,电源设备,风电设备
601566,纺织服装,服装家纺,男装
601567,电气设备,电气自动化设备,计量仪表
601579,食品饮料,饮料制造,黄酒
601588,房地产,房地产开发,房地产开发
601595,传媒,文化传媒,影视动漫
601599,纺织服装,纺织制造,毛纺
601600,有色金属,工业金属,铝
601601,非银金融,保险,保险
601607,医药生物,医药商业,医药商业
601608,机械设备,专用设备,重型机械
601611,建筑装饰,基础建设,其他基础建设
601616,电气设备,高低压设备,中压设备
601618,建筑装饰,专业工程,其他专业工程
601619,公用事业,电力,新能源发电
601628,非银金融,保险,保险
601633,汽车,汽车整车,乘用车
601636,建筑材料,玻璃制造,玻璃制造
601666,采掘,煤炭开采,煤炭开采
601668,建筑装饰,房屋建设,房屋建设
601669,建筑装饰,基础建设,水利工程
601677,有色金属,工业金属,铝
601678,化工,化学制品,聚氨酯
601688,非银金融,证券,证券
601689,汽车,汽车零部件,汽车零部件
601699,采掘,煤炭开采,煤炭开采
601700,电气设备,高低压设备,线缆部件及其他
601717,机械设备,专用设备,冶金矿采化工设备
601718,纺织服装,服装家纺,其他服装
601727,电气设备,电源设备,综合电力设备商
601766,机械设备,运输设备,铁路设备
601777,汽车,汽车整车,乘用车
601788,非银金融,证券,证券
601789,建筑装饰,房屋建设,房屋建设
601798,机械设备,专用设备,冶金矿采化工设备
601799,汽车,汽车零部件,汽车零部件
601800,建筑装饰,基础建设,路桥施工
601801,传媒,文化传媒,平面媒体
601808,采掘,采掘服务,油气钻采服务
601811,传媒,文化传媒,平面媒体
601818,银行,银行,银行
601828,商业贸易,商业物业经营,专业市场
601838,银行,银行,银行
601857,采掘,石油开采,石油开采
601858,传媒,文化传媒,平面媒体
601866,交通运输,航运,航运
601872,交通运输,航运,航运
601877,电气设备,高低压设备,低压设备
601878,非银金融,证券,证券
601880,交通运输,港口,港口
601881,非银金融,证券,证券
601882,机械设备,通用机械,机床工具
601886,建筑装饰,装修装饰,装修装饰
601888,休闲服务,旅游综合,旅游综合
601890,国防军工,船舶制造,船舶制造
601898,采掘,煤炭开采,煤炭开采
601899,有色金属,黄金,黄金
601900,传媒,文化传媒,平面媒体
601901,非银金融,证券,证券
601908,电气设备,电源设备,光伏设备
601918,采掘,煤炭开采,煤炭开采
601919,交通运输,航运,航运
601928,传媒,文化传媒,平面媒体
601929,传媒,文化传媒,有线电视网络
601933,商业贸易,一般零售,超市
601939,银行,银行,银行
601949,传媒,文化传媒,平面媒体
601952,农林牧渔,种植业,粮食种植
601958,有色金属,稀有金属,其他稀有小金属
601965,汽车,汽车服务,汽车服务
601966,化工,橡胶,轮胎
601968,轻工制造,包装印刷,包装印刷
601969,采掘,其他采掘,其他采掘
601975,交通运输,航运,航运
601985,公用事业,电力,新能源发电
601988,银行,银行,银行
601989,国防军工,船舶制造,船舶制造
601991,公用事业,电力,火电
601992,综合,综合,综合
601996,轻工制造,家用轻工,其他家用轻工
601997,银行,银行,银行
601998,银行,银行,银行
601999,传媒,文化传媒,平面媒体
603000,传媒,互联网传媒,互联网信息服务
603001,纺织服装,服装家纺,鞋帽
603002,化工,化学制品,其他化学制品
603003,化工,石油化工,石油贸易
603005,电子,半导体,集成电路
603006,汽车,汽车零部件,汽车零部件
603007,建筑装饰,园林工程,园林工程
603008,轻工制造,家用轻工,家具
603009,汽车,汽车零部件,汽车零部件
603010,化工,化学制品,其他化学制品
603011,机械设备,专用设备,其它专用机械
603012,机械设备,专用设备,冶金矿采化工设备
603013,汽车,汽车零部件,汽车零部件
603015,电气设备,电气自动化设备,工控自动化
603016,电气设备,高低压设备,低压设备
603017,建筑装饰,基础建设,路桥施工
603018,建筑装饰,基础建设,路桥施工
603019,计算机,计算机设备,计算机设备
603020,食品饮料,食品加工,食品综合
603021,轻工制造,家用轻工,其他家用轻工
603022,轻工制造,包装印刷,包装印刷
603023,汽车,汽车零部件,汽车零部件
603025,电气设备,电气自动化设备,工控自动化
603026,化工,化学制品,聚氨酯
603027,食品饮料,食品加工,调味发酵品
603028,机械设备,金属制品,金属制品
603029,机械设备,专用设备,其它专用机械
603030,建筑装饰,装修装饰,装修装饰
603031,食品饮料,饮料制造,软饮料
603032,交通运输,公交,公交
603033,化工,橡胶,其他橡胶制品
603035,汽车,汽车零部件,汽车零部件
603036,机械设备,专用设备,冶金矿采化工设备
603037,汽车,汽车零部件,汽车零部件
603038,建筑材料,其他建材,其他建材
603039,计算机,计算机应用,软件开发
603040,汽车,汽车零部件,汽车零部件
603041,化工,化学制品,聚氨酯
603042,通信,通信设备,通信配套服务
603043,食品饮料,食品加工,食品综合
603045,有色金属,金属非金属新材料,金属新材料
603050,电气设备,电气自动化设备,电网自动化
603055,化工,化学纤维,其他纤维
603056,交通运输,物流,物流
603058,轻工制造,包装印刷,包装印刷
603059,轻工制造,家用轻工,其他家用轻工
603060,综合,综合,综合
603063,电气设备,电气自动化设备,工控自动化
603066,交通运输,物流,物流
603067,化工,化学原料,无机盐
603069,交通运输,公交,公交
603076,机械设备,专用设备,其它专用机械
603077,化工,化学原料,纯碱
603078,化工,化学制品,其他化学制品
603079,医药生物,化学制药,化学原料药
603080,公用事业,燃气,燃气
603081,建筑装饰,装修装饰,装修装饰
603083,通信,通信设备,通信传输设备
603085,汽车,汽车零部件,汽车零部件
603086,化工,化学制品,农药
603088,机械设备,通用机械,机床工具
603089,汽车,汽车零部件,汽车零部件
603090,机械设备,通用机械,其它通用机械
603096,传媒,文化传媒,平面媒体
603098,建筑装饰,专业工程,钢结构
603099,休闲服务,景点,自然景点
603100,电气设备,电气自动化设备,计量仪表
603101,商业贸易,一般零售,多业态零售
603103,传媒,文化传媒,影视动漫
603106,计算机,计算机设备,计算机设备
603108,医药生物,医疗服务,医疗服务
603110,化工,化学制品,涂料油漆油墨制造
603111,机械设备,运输设备,铁路设备
603113,采掘,煤炭开采,焦炭加工
603116,纺织服装,服装家纺,鞋帽
603117,交通运输,物流,物流
603118,通信,通信设备,通信传输设备
603123,商业贸易,一般零售,百货
603126,公用事业,环保工程及服务,环保工程及服务
603127,医药生物,医疗服务,医疗服务
603128,交通运输,物流,物流
603129,汽车,其他交运设备,其他交运设备
603131,机械设备,通用机械,其它通用机械
603133,化工,化学制品,其他化学制品
603136,休闲服务,景点,自然景点
603138,计算机,计算机应用,IT服务
603139,医药生物,中药,中药
603156,食品饮料,饮料制造,软饮料
603157,纺织服装,服装家纺,女装
603158,汽车,汽车零部件,汽车零部件
603159,机械设备,专用设备,其它专用机械
603160,电子,半导体,集成电路
603161,汽车,汽车零部件,汽车零部件
603165,轻工制造,造纸,造纸
603166,汽车,汽车零部件,汽车零部件
603167,交通运输,航运,航运
603168,医药生物,化学制药,化学制剂
603169,机械设备,专用设备,冶金矿采化工设备
603177,公用事业,环保工程及服务,环保工程及服务
603178,汽车,汽车零部件,汽车零部件
603179,汽车,汽车零部件,汽车零部件
603180,轻工制造,家用轻工,家具
603181,化工,化学制品,其他化学制品
603183,综合,综合,综合
603186,电子,元件,印制电路板
603188,化工,化学制品,纺织化学用品
603189,计算机,计算机应用,软件开发
603196,纺织服装,服装家纺,女装
603197,汽车,汽车零部件,汽车零部件
603198,食品饮料,饮料制造,白酒
603199,休闲服务,景点,自然景点
603200,公用事业,环保工程及服务,环保工程及服务
603203,机械设备,专用设备,其它专用机械
603208,轻工制造,家用轻工,家具
603214,商业贸易,专业零售,专业连锁
603218,电气设备,电源设备,风电设备
603222,医药生物,化学制药,化学制剂
603223,交通运输,物流,物流
603225,化工,化学纤维,涤纶
603226,轻工制造,家用轻工,家具
603227,化工,化学制品,民爆用品
603228,电子,元件,印制电路板
603229,医药生物,化学制药,化学原料药
603232,计算机,计算机应用,软件开发
603233,医药生物,医药商业,医药商业
603238,纺织服装,纺织制造,其他纺织
603239,汽车,汽车零部件,汽车零部件
603258,传媒,互联网传媒,移动互联网服务
603259,医药生物,医疗服务,医疗服务
603260,有色金属,金属非金属新材料,非金属新材料
603266,化工,塑料,其他塑料制品
603268,轻工制造,家用轻工,其他家用轻工
603269,机械设备,通用机械,其它通用机械
603277,机械设备,专用设备,其它专用机械
603278,机械设备,金属制品,金属制品
603283,机械设备,专用设备,其它专用机械
603286,汽车,汽车零部件,汽车零部件
603288,食品饮料,食品加工,调味发酵品
603289,机械设备,专用设备,其它专用机械
603298,机械设备,专用设备,工程机械
603299,化工,化学原料,氯碱
603300,非银金融,多元金融,多元金融
603301,医药生物,医疗器械,医疗器械
603303,电子,光学光电子,LED
603305,汽车,汽车零部件,汽车零部件
603306,汽车,汽车零部件,汽车零部件
603308,机械设备,通用机械,机械基础件
603309,医药生物,医疗器械,医疗器械
603311,机械设备,专用设备,环保设备
603313,轻工制造,家用轻工,家具
603315,机械设备,通用机械,机械基础件
603316,建筑装饰,园林工程,园林工程
603318,机械设备,专用设备,其它专用机械
603319,汽车,汽车零部件,汽车零部件
603320,电气设备,电机,电机
603321,机械设备,专用设备,楼宇设备
603322,通信,通信设备,通信配套服务
603323,银行,银行,银行
603326,轻工制造,家用轻工,家具
603328,电子,元件,印制电路板
603329,交通运输,物流,物流
603330,化工,化学制品,聚氨酯
603331,机械设备,通用机械,其它通用机械
603333,电气设备,高低压设备,线缆部件及其他
603335,汽车,汽车零部件,汽车零部件
603336,农林牧渔,种植业,其他种植业
603337,机械设备,专用设备,其它专用机械
603338,机械设备,专用设备,其它专用机械
603339,机械设备,通用机械,制冷空调设备
603345,食品饮料,食品加工,食品综合
603348,汽车,汽车零部件,汽车零部件
603355,家用电器,白色家电,小家电
603356,机械设备,专用设备,楼宇设备
603357,建筑装饰,基础建设,路桥施工
603358,汽车,汽车零部件,汽车零部件
603359,建筑装饰,园林工程,园林工程
603360,化工,化学制品,农药
603363,农林牧渔,饲料,饲料
603365,纺织服装,服装家纺,家纺
603366,家用电器,白色家电,家电零部件
603367,医药生物,医疗器械,医疗器械
603368,医药生物,医药商业,医药商业
603369,食品饮料,饮料制造,白酒
603377,汽车,汽车服务,汽车服务
603378,化工,化学制品,涂料油漆油墨制造
603380,电子,电子制造,电子零部件制造
603383,计算机,计算机应用,软件开发
603385,轻工制造,家用轻工,其他家用轻工
603386,电子,元件,印制电路板
603387,医药生物,医疗器械,医疗器械
603388,建筑装饰,园林工程,园林工程
603389,轻工制造,家用轻工,家具
603393,公用事业,燃气,燃气
603396,电气设备,电源设备,光伏设备
603398,轻工制造,家用轻工,文娱用品
603399,有色金属,稀有金属,其他稀有小金属
603416,电气设备,电气自动化设备,工控自动化
603421,通信,通信设备,终端设备
603429,轻工制造,造纸,造纸
603444,传媒,互联网传媒,移动互联网服务
603456,医药生物,化学制药,化学原料药
603458,建筑装饰,基础建设,路桥施工
603466,建筑装饰,装修装饰,装修装饰
603477,纺织服装,纺织制造,辅料
603486,机械设备,通用机械,其它通用机械
603488,电气设备,电气自动化设备,工控自动化
603496,计算机,计算机设备,计算机设备
603499,轻工制造,包装印刷,包装印刷
603500,机械设备,运输设备,铁路设备
603501,电子,半导体,集成电路
603505,采掘,其他采掘,其他采掘
603506,房地产,房地产开发,房地产开发
603507,电气设备,电源设备,风电设备
603508,计算机,计算机应用,IT服务
603515,电子,光学光电子,LED
603516,计算机,计算机设备,计算机设备
603517,食品饮料,食品加工,食品综合
603518,纺织服装,服装家纺,女装
603519,家用电器,白色家电,家电零部件
603520,医药生物,化学制药,化学原料药
603527,有色金属,工业金属,铜
603528,汽车,汽车服务,汽车服务
603533,传媒,互联网传媒,移动互联网服务
603535,交通运输,物流,物流
603536,食品饮料,食品加工,食品综合
603538,医药生物,化学制药,化学原料药
603555,纺织服装,服装家纺,休闲服装
603556,机械设备,仪器仪表,仪器仪表
603557,纺织服装,服装家纺,鞋帽
603558,纺织服装,服装家纺,其他服装
603559,通信,通信设备,通信配套服务
603566,农林牧渔,动物保健,动物保健
603567,医药生物,中药,中药
603568,公用事业,环保工程及服务,环保工程及服务
603569,交通运输,物流,物流
603577,电气设备,高低压设备,线缆部件及其他
603578,家用电器,白色家电,家电零部件
603579,家用电器,白色家电,小家电
603580,化工,塑料,其他塑料制品
603585,化工,化学制品,农药
603586,汽车,汽车零部件,汽车零部件
603588,公用事业,环保工程及服务,环保工程及服务
603589,食品饮料,饮料制造,白酒
603595,电子,其他电子,其他电子
603596,汽车,汽车零部件,汽车零部件
603598,传媒,营销传播,营销服务
603599,化工,化学制品,农药
603600,轻工制造,家用轻工,家具
603601,化工,化学制品,玻纤
603602,通信,通信设备,通信配套服务
603603,公用事业,环保工程及服务,环保工程及服务
603605,化工,化学制品,日用化学产品
603606,电气设备,高低压设备,线缆部件及其他
603607,轻工制造,包装印刷,包装印刷
603608,纺织服装,服装家纺,鞋帽
603609,农林牧渔,饲料,饲料
603611,机械设备,专用设备,工程机械
603612,有色金属,金属非金属新材料,非金属新材料
603615,化工,橡胶,其他橡胶制品
603616,建筑材料,其他建材,管材
603617,机械设备,通用机械,其它通用机械
603618,电气设备,高低压设备,线缆部件及其他
603619,采掘,采掘服务,油气钻采服务
603626,机械设备,金属制品,金属制品
603628,电气设备,电源设备,光伏设备
603630,化工,化学制品,日用化学产品
603633,电子,电子制造,电子零部件制造
603636,计算机,计算机应用,IT服务
603637,建筑装饰,专业工程,化学工程
603638,机械设备,专用设备,其它专用机械
603639,化工,化学制品,农药
603648,交通运输,物流,物流
603655,汽车,汽车零部件,汽车零部件
603656,机械设备,专用设备,其它专用机械
603658,医药生物,化学制药,化学制剂
603659,电子,其他电子,其他电子
603660,计算机,计算机设备,计算机设备
603661,轻工制造,家用轻工,家具
603663,有色金属,稀有金属,其他稀有小金属
603665,纺织服装,服装家纺,其他服装
603667,机械设备,通用机械,机械基础件
603668,农林牧渔,饲料,饲料
603669,医药生物,化学制药,化学制剂
603676,医药生物,化学制药,化学制剂
603677,家用电器,白色家电,家电零部件
603678,电子,元件,被动元件
603679,电子,光学光电子,LED
603680,机械设备,运输设备,铁路设备
603683,化工,化学制品,其他化学制品
603685,电子,光学光电子,LED
603686,机械设备,专用设备,其它专用机械
603688,有色金属,金属非金属新材料,非金属新材料
603689,公用事业,燃气,燃气
603690,机械设备,专用设备,其它专用机械
603696,食品饮料,食品加工,调味发酵品
603698,建筑装饰,专业工程,化学工程
603699,机械设备,通用机械,机械基础件
603701,汽车,汽车零部件,汽车零部件
603703,通信,通信设备,通信传输设备
603707,医药生物,化学制药,化学原料药
603708,商业贸易,一般零售,超市
603709,轻工制造,家用轻工,家具
603711,食品饮料,饮料制造,软饮料
603712,通信,通信设备,通信传输设备
603716,医药生物,医药商业,医药商业
603717,建筑装饰,园林工程,园林工程
603718,农林牧渔,动物保健,动物保健
603721,传媒,文化传媒,影视动漫
603722,化工,化学制品,其他化学制品
603725,建筑材料,其他建材,其他建材
603726,家用电器,白色家电,家电零部件
603727,采掘,采掘服务,油气钻采服务
603728,电气设备,电机,电机
603729,传媒,营销传播,营销服务
603730,汽车,汽车零部件,汽车零部件
603733,轻工制造,造纸,造纸
603737,化工,化学制品,涂料油漆油墨制造
603738,电子,元件,被动元件
603757,机械设备,通用机械,其它通用机械
603758,汽车,汽车零部件,汽车零部件
603766,汽车,其他交运设备,其他交运设备
603767,汽车,汽车零部件,汽车零部件
603768,汽车,汽车零部件,汽车零部件
603773,电子,光学光电子,显示器件
603776,汽车,其他交运设备,其他交运设备
603777,食品饮料,食品加工,食品综合
603778,建筑装饰,园林工程,园林工程
603779,食品饮料,饮料制造,葡萄酒
603787,汽车,其他交运设备,其他交运设备
603788,汽车,汽车零部件,汽车零部件
603789,机械设备,专用设备,农用机械
603797,公用事业,水务,水务
603798,化工,石油化工,石油加工
603799,有色金属,稀有金属,其他稀有小金属
603800,机械设备,专用设备,冶金矿采化工设备
603801,轻工制造,家用轻工,家具
603803,通信,通信设备,通信传输设备
603806,电气设备,电源设备,光伏设备
603808,纺织服装,服装家纺,女装
603809,汽车,汽车零部件,汽车零部件
603811,医药生物,化学制药,化学制剂
603813,交通运输,物流,物流
603816,轻工制造,家用轻工,家具
603817,公用事业,环保工程及服务,环保工程及服务
603818,轻工制造,家用轻工,家具
603819,电气设备,电机,电机
603822,化工,化学制品,其他化学制品
603823,化工,化学制品,涂料油漆油墨制造
603825,传媒,营销传播,营销服务
603826,有色金属,金属非金属新材料,非金属新材料
603828,建筑装饰,装修装饰,装修装饰
603829,电气设备,高低压设备,低压设备
603833,轻工制造,家用轻工,家具
603838,轻工制造,家用轻工,其他家用轻工
603839,纺织服装,服装家纺,女装
603843,建筑装饰,基础建设,路桥施工
603848,轻工制造,家用轻工,家具
603855,机械设备,专用设备,其它专用机械
603856,建筑材料,其他建材,管材
603858,医药生物,中药,中药
603859,电气设备,电气自动化设备,工控自动化
603860,建筑装饰,基础建设,路桥施工
603861,电气设备,高低压设备,中压设备
603866,食品饮料,食品加工,食品综合
603868,家用电器,白色家电,小家电
603869,休闲服务,旅游综合,旅游综合
603871,交通运输,物流,物流
603876,有色金属,工业金属,铝
603877,纺织服装,服装家纺,休闲服装
603878,钢铁,钢铁,普钢
603879,化工,化学制品,其他化学制品
603880,医药生物,医疗器械,医疗器械
603881,计算机,计算机应用,IT服务
603882,医药生物,医疗服务,医疗服务
603883,医药生物,医药商业,医药商业
603885,交通运输,航空运输,航空运输
603886,食品饮料,食品加工,食品综合
603887,建筑装饰,房屋建设,房屋建设
603888,传媒,互联网传媒,互联网信息服务
603889,纺织服装,纺织制造,毛纺
603890,电子,电子制造,电子零部件制造
603895,机械设备,专用设备,其它专用机械
603896,医药生物,中药,中药
603897,电气设备,高低压设备,线缆部件及其他
603898,轻工制造,家用轻工,家具
603899,轻工制造,包装印刷,包装印刷
603900,商业贸易,专业零售,专业连锁
603901,机械设备,专用设备,印刷包装机械
603903,公用事业,水务,水务
603906,化工,石油化工,石油加工
603908,纺织服装,服装家纺,其他服装
603909,建筑装饰,基础建设,路桥施工
603912,机械设备,专用设备,其它专用机械
603916,化工,化学制品,其他化学制品
603917,汽车,汽车零部件,汽车零部件
603918,计算机,计算机应用,IT服务
603919,食品饮料,饮料制造,白酒
603920,电子,元件,印制电路板
603922,汽车,汽车零部件,汽车零部件
603926,汽车,汽车零部件,汽车零部件
603928,化工,化学原料,其他化学原料
603929,建筑装饰,专业工程,其他专业工程
603933,电子,电子制造,电子系统组装
603936,电子,元件,印制电路板
603937,建筑材料,其他建材,其他建材
603938,化工,化学制品,其他化学制品
603939,医药生物,医药商业,医药商业
603955,建筑装饰,园林工程,园林工程
603958,纺织服装,服装家纺,鞋帽
603959,建筑装饰,专业工程,化学工程
603960,机械设备,通用机械,其它通用机械
603963,医药生物,中药,中药
603966,机械设备,专用设备,重型机械
603968,化工,化学制品,其他化学制品
603969,机械设备,金属制品,金属制品
603970,化工,化学制品,农药
603976,医药生物,医疗器械,医疗器械
603977,商业贸易,贸易,贸易
603978,有色金属,金属非金属新材料,金属新材料
603979,采掘,采掘服务,其他采掘服务
603980,化工,化学制品,纺织化学用品
603985,机械设备,通用机械,机械基础件
603986,电子,半导体,集成电路
603987,医药生物,医疗器械,医疗器械
603988,电气设备,电机,电机
603989,电子,元件,被动元件
603990,计算机,计算机应用,软件开发
603991,化工,塑料,其他塑料制品
603993,有色金属,稀有金属,其他稀有小金属
603996,家用电器,视听器材,彩电
603997,汽车,汽车零部件,汽车零部件
603998,医药生物,中药,中药
603999,传媒,文化传媒,平面媒体
